author_year,covidence_review_id,outcome_category,effect_size_id,plain_language_outcome,plain_language_exposure,moderator_level,moderator_category,risk,reported_k,reported_n,reported_r,reported_cilb,reported_ciub,reported_i2,reported_sig,use_effect,main_effect,moderator_age,raw_value,raw_cilb,raw_ciub,std_eff_name,term,type,reanalysis_estimate,reanalysis_std.error,reanalysis_statistic,reanalysis_p.value,reanalysis_conf.low,reanalysis_conf.high,reanalysis_k,reanalysis_i2,reanalysis_n,reanalysis_n_max,reanalysis_conf.low_999,reanalysis_conf.high_999,eggers_z,eggers_p,eggers_b,eggers_ci_l,eggers_ci_u,tes_obser,tes_expect,tes_ratio,tes_power,tes_p,tes_theta,tes_thetalim,source,r,n,k,i2,std.err,cilb95,ciub95,cilb999,ciub999,certainty
"Mares, 2013",16404,psychology,16404_042,Cognition: Moral reasoning and perception of out-groups,Intervention: Sesame Street,overall,overall,plain,17,5837,0.09408085093703687,0.056907628525347566,0.13135199254388466,NA,1,TRUE,TRUE,Children,0.189,0.114,0.265,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.09408085093703687,5837,17,NA,0.018990909188402322,0.056907628525347566,0.13135199254388466,NA,NA,unclear
"Mares, 2013",16404,education,16404_052,Learning: General,Intervention: Sesame Street,overall,overall,plain,24,10596,0.14446837505010873,0.098025613373211,0.18997611581242357,NA,1,TRUE,TRUE,Children,0.292,0.197,0.387,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.14446837505010873,10596,24,NA,0.023456760826329737,0.098025613373211,0.18997611581242357,NA,NA,unclear
"Mares, 2013",16404,education,16404_049,Learning: Literacy and numeracy,Intervention: Sesame Street,overall,overall,plain,15,7604,0.14058964925182363,0.08222066728768936,0.19752982099916758,NA,1,TRUE,TRUE,Children,0.284,0.165,0.403,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.14058964925182363,7604,15,NA,0.02941560043660159,0.08222066728768936,0.19752982099916758,NA,NA,unclear
"Mares, 2013",16404,education,16404_055,Learning: Physical and social environment,Intervention: Sesame Street,overall,overall,plain,13,7797,0.16711635217582266,0.09358744003060149,0.2384202881820313,NA,1,TRUE,TRUE,Children,0.339,0.188,0.491,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.16711635217582266,7797,13,NA,0.036947155140670866,0.09358744003060149,0.2384202881820313,NA,NA,unclear
"Mares, 2005",16405,psychology,16405_037,Aggression: Towards peers,TV programs and movies: General,overall,overall,bold,15,747,0.26362483547220333,0.197375320224904,0.32747739480870536,NA,1,TRUE,TRUE,Children,0.27,0.2,0.34,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.26362483547220333,747,15,NA,0.03318930474076565,0.197375320224904,0.32747739480870536,NA,NA,unclear
"Mares, 2005",16405,psychology,16405_029,Cognition: Reducing stereotypes,TV programs and movies: General,overall,overall,plain,37,1814,0.21651806149302882,0.1780808681173302,0.26362483547220333,NA,1,TRUE,TRUE,Children,0.22,0.18,0.27,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.21651806149302882,1814,37,NA,0.02182244065175335,0.1780808681173302,0.26362483547220333,NA,NA,unclear
"Mares, 2005",16405,psychology,16405_052,Prosocial Behavior: Altruism,TV programs and movies: General,overall,overall,plain,20,856,0.43819931483276775,0.39693043200507755,0.477700012168498,NA,1,TRUE,TRUE,Children,0.47,0.42,0.52,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.43819931483276775,856,20,NA,0.02060448473556644,0.39693043200507755,0.477700012168498,NA,NA,unclear
"Mares, 2005",16405,psychology,16405_027,Social interactions: General,TV programs and movies: General,overall,overall,plain,36,2056,0.21651806149302882,0.20696649972945258,0.2913126124515909,NA,1,TRUE,TRUE,Children,0.22,0.21,0.3,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.21651806149302882,2056,36,NA,0.02151686549034141,0.20696649972945258,0.2913126124515909,NA,NA,unclear
"van Ekris, 2016",16550,physical health,16550_001,Body composition,Computer use: General,overall,overall,bold,5,6971,0.002,-0.004,0.008,72,0.3,NA,NA,All,0.002,-0.004,0.008,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.002,6971,5,72,0.0030612244897959186,-0.004,0.008,NA,NA,unclear
"van Ekris, 2016",16550,physical health,16550_003,Body composition,TV programs and movies: General,overall,overall,bold,9,24257,0.01,-0.002,0.02,89,0.3,NA,NA,All,0.01,-0.002,0.02,b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.01,24257,9,89,0.005612244897959183,-0.002,0.02,NA,NA,unclear
"Kroesbergen, 2003",18648,education,18648_001,Numeracy: General,Intervention: Mathematics (via computer in classrooms),overall,overall,plain,12,872,0.24709290725239563,NA,NA,NA,NA,TRUE,TRUE,Children,0.51,NA,NA,d,overall,summary,0.2942235619491757,0.03137156029362411,9.378671611975037,6.680910858385963e-21,0.23273643363484567,0.35571069026350577,11,0.017544025193620572,848,376,0.19099460419439535,0.39745251970395606,1.1247047377365487,0.2607141734103938,0.2440158040677944,0.13709199773512043,0.3509396104004684,6,5.448772377241181,1.1011654707877365,,0.47296289586378276,0.2942235619491757,0.20333143305159443,reanalysis,0.2942235619491757,848,11,0.017544025193620572,0.03137156029362411,0.23273643363484567,0.35571069026350577,0.19099460419439535,0.39745251970395606,unclear
"Pearce, 2016",19396,psychology,19396_005,Psychological health: Internalizing,TV programs and movies: Scary content,overall,overall,bold,31,12454,0.1780808681173302,0.13909244787845804,0.21651806149302882,67.87,1,TRUE,TRUE,All,0.18,0.14,0.22,z,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.1780808681173302,12454,31,67.87,0.019751432044533366,0.13909244787845804,0.21651806149302882,NA,NA,unclear
"Peng, 2011",19478,health behaviour,19478_017,Cardiometabolic health: Maximum oxygen consumption,Video games: Physically active,children,age,plain,9,172,0.8185566924624129,0.7399400733959437,0.8712476277448775,NA,1,TRUE,TRUE,Children,2.85,2.2,3.55,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.8185566924624129,172,9,NA,0.03349682508901373,0.7399400733959437,0.8712476277448775,NA,NA,unclear
"Peng, 2011",19478,health behaviour,19478_015,Physical activity: Energy expenditure,Video games: Physically active,children,age,plain,11,203,0.7903408851647239,0.7601731008336426,0.815683258834178,NA,1,TRUE,TRUE,Children,2.58,2.34,2.82,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.7903408851647239,203,11,NA,0.014160754591973312,0.7601731008336426,0.815683258834178,NA,NA,unclear
"Peng, 2011",19478,health behaviour,19478_013,Physical activity: Heart rate,Video games: Physically active,children,age,plain,8,165,0.7808688094430304,0.7488700551657237,0.8166478467909506,NA,1,TRUE,TRUE,Children,2.5,2.26,2.83,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.7808688094430304,165,8,NA,0.017290252965619108,0.7488700551657237,0.8166478467909506,NA,NA,unclear
"Sadeghirad, 2016",19816,health behaviour,19816_122,Diet: Unhealthy food choice,Advertising: Unhealthy food,older than 8,age,bold,4,1174,-0.13864784453440623,-0.33871946827274163,0.07974522228289,87.7,0.3,TRUE,TRUE,Children,-0.28,-0.72,0.16,d,overall,summary,0.3114170430357507,0.17951473564399034,1.734771476662206,0.082781290258629,-0.040425373520699026,0.6632594595922003,4,98.45479563918352,2298,1302,-0.2792809932975032,0.9021150793690046,NA,NA,NA,NA,NA,2,3.2445241747609366,0.616423207926125,,0.9843593616909804,0.3114170430357507,NA,reanalysis,0.3114170430357507,2298,4,98.45479563918352,0.17951473564399034,-0.040425373520699026,0.6632594595922003,-0.2792809932975032,0.9021150793690046,unclear
"Sadeghirad, 2016",19816,health behaviour,19816_131,Diet: Unhealthy food choice,Advertising: Unhealthy food,younger than 8,age,bold,8,879,0.22414769292142694,0.10442593000399553,0.33871946827274163,72.7,1,TRUE,TRUE,Young children,0.46,0.21,0.72,d,overall,summary,0.22062846448548284,0.050808909883538256,4.342318404216836,1.4098700676589977e-5,0.1210448310200067,0.320212097950959,8,47.98885815278823,710,210,0.05344038831573669,0.38781654065522897,NA,NA,NA,NA,NA,5,4.3256801238302,1.155887596138921,,0.4534265559989073,0.22062846448548284,0.14491729561332853,reanalysis,0.22062846448548284,710,8,47.98885815278823,0.050808909883538256,0.1210448310200067,0.320212097950959,0.05344038831573669,0.38781654065522897,unclear
"Sadeghirad, 2016",19816,health behaviour,19816_126,Diet: Unhealthy food choice,Advertising: Unhealthy food,overall,overall,bold,12,2053,0.11424702291443903,-0.01999600119960014,0.24253562503633297,87.6,0.3,TRUE,TRUE,All,0.23,-0.04,0.5,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.11424702291443903,2053,12,87.6,0.06697235363161559,-0.01999600119960014,0.24253562503633297,NA,NA,unclear
"Takacs, 2014",20223,education,20223_015,Learning: General,e-Books: Narration,overall,overall,plain,38,1272,0.09457419252642066,0.02499219116020306,0.16279878299320225,51.46267873540601,1,TRUE,TRUE,Children,0.19,0.06,0.33,d,overall,summary,0.18868144716303745,0.0227069509521687,8.309413604692567,9.617614851451519e-17,0.14417664109806932,0.23318625322800557,50,19.51950469569764,2288,128,0.11396361806425065,0.26339927626182424,0.05800689362386028,0.9537431374571304,0.18327528012546115,-0.005906261876109098,0.3724568221270314,12,14.085467666848563,0.851941893860088,,0.743973215529201,0.18868144716303745,0.12550002741624985,reanalysis,0.18868144716303745,2288,50,19.51950469569764,0.0227069509521687,0.14417664109806932,0.23318625322800557,0.11396361806425065,0.26339927626182424,meets criteria
"Zucker, 2009",20746,education,20746_001,Literacy: Decoding,e-Books: General,overall,overall,plain,2,109,0.0449545065814817,-0.1723803317522482,0.25615823848772273,NA,0.3,TRUE,TRUE,Children,0.09,NA,NA,d,overall,summary,0.09240805650925092,0.09584755834607107,0.9641148726564182,0.3349883369942883,-0.09544970585514982,0.28026581887365165,2,0,109,61,-0.22298089637672652,0.4077970093952284,NA,NA,NA,NA,NA,0,0.20944612590378284,0,,1,0.09240805650925092,NA,reanalysis,0.09240805650925092,109,2,0,0.09584755834607107,-0.09544970585514982,0.28026581887365165,-0.22298089637672652,0.4077970093952284,unclear
"Zucker, 2009",20746,education,20746_003,Literacy: Reading comprehension,e-Books: General,overall,overall,plain,7,401,0.15317095441319076,0.02499219116020306,0.2740859796379347,NA,1,TRUE,TRUE,Children,0.31,NA,NA,d,overall,summary,0.22675484338837407,0.06250282252810932,3.627913656001629,2.857207745880914e-4,0.1042515623011811,0.34925812447556703,7,43.19741997253073,401,72,0.021087635065935556,0.4324220517108126,NA,NA,NA,NA,NA,3,3.2050088274995203,0.9360348633861755,,0.7011437472734466,0.22675484338837407,0.06466935895720481,reanalysis,0.22675484338837407,401,7,43.19741997253073,0.06250282252810932,0.1042515623011811,0.34925812447556703,0.021087635065935556,0.4324220517108126,unclear
"Williams, 1982",34220,education,34220_002,Learning: General,TV programs and movies: General,overall,overall,plain,274,87025,-0.05,NA,NA,NA,NA,NA,NA,All,-0.05,NA,NA,r,overall,summary,-0.08697080911011758,0.02187778072371091,-3.975303080712365,7.028968364153974e-5,-0.1298504713902556,-0.04409114682997956,23,96.32352766199692,86507,33233,-0.15896023140720678,-0.014981386813028394,0.0926551859499851,0.9261775002219338,-0.08951861189332802,-0.15954321790115017,-0.019494005885505858,13,12.673674260493696,1.0257483136144288,,0.4455938229747083,-0.08697080911011758,NA,reanalysis,-0.08697080911011758,86507,23,96.32352766199692,0.02187778072371091,-0.1298504713902556,-0.04409114682997956,-0.15896023140720678,-0.014981386813028394,meets criteria
"Gardella, 2017",34306,education,34306_032,Learning: Educational achievement problems,Internet use: Cyberbullying victimization,overall,overall,bold,7,7768,0.14,0.08,0.19,NA,1,TRUE,TRUE,Adolescents,0.14,0.08,0.19,r,overall,summary,0.14931679984727078,0.0110966516360155,13.456023018929907,2.83784303088837e-41,0.12756776229169295,0.17106583740284861,7,0,7768,3745,0.11280297100890835,0.18583062868563321,NA,NA,NA,NA,NA,7,5.873118567575757,1.1918710510367552,,0.21840955072251883,0.14931679984727078,0.12554307797658634,reanalysis,0.14931679984727078,7768,7,0,0.0110966516360155,0.12756776229169295,0.17106583740284861,0.11280297100890835,0.18583062868563321,unclear
"Gardella, 2017",34306,education,34306_034,Learning: School attendance problems,Internet use: Cyberbullying victimization,overall,overall,bold,9,23899,0.2,0.08,0.3,NA,1,TRUE,TRUE,Adolescents,0.2,0.08,0.3,r,overall,summary,0.19575526298344764,0.006052980889384406,32.34030745525055,1.8987268603592245e-229,0.18389163844114498,0.2076188875257503,9,0,25242,17366,0.17583776756171857,0.21567275840517672,NA,NA,NA,NA,NA,9,8.244772156430944,1.0916008143390568,,0.42542839851287495,0.19575526298344764,0.1456742190093587,reanalysis,0.19575526298344764,25242,9,0,0.006052980889384406,0.18389163844114498,0.2076188875257503,0.17583776756171857,0.21567275840517672,unclear
"Paik, 1994",35525,psychology,35525_008,Antisocial Behaviour: General,TV programs and movies: Violent content,12-17 years,age,bold,NA,334,0.22,0.12,0.32,NA,1,TRUE,TRUE,Adolescents,0.22,0.12,0.32,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.22,334,NA,NA,0.05102040816326531,0.12,0.32,NA,NA,unclear
"Paik, 1994",35525,psychology,35525_009,Antisocial Behaviour: General,TV programs and movies: Violent content,pre-school,age,bold,NA,1117,0.46,0.41,0.51,NA,1,TRUE,TRUE,Young children,0.46,0.41,0.51,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.46,1117,NA,NA,0.02551020408163266,0.41,0.51,NA,NA,unclear
"Paik, 1994",35525,psychology,35525_011,Antisocial Behaviour: General,TV programs and movies: Violent content,6-11 years,age,bold,NA,351,0.31,0.21,0.4,NA,1,TRUE,TRUE,Children,0.31,0.21,0.4,r,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.31,351,NA,NA,0.048469387755102046,0.21,0.4,NA,NA,unclear
"Cushing, 2010",35660,health behaviour,35660_003,Healthy behavior: General,Intervention: Health behaviours,overall,overall,plain,33,7690,0.05889757782126992,0.03298204616246679,0.0851891898530834,45.90294351630867,1,TRUE,TRUE,All,0.118,0.066,0.171,d,overall,summary,0.15397911655496635,0.025613756512414508,6.011578835784418,1.8372512710726722e-9,0.10377707628185567,0.20418115682807703,33,81.59643686057768,9525,1578,0.0696963660569414,0.2382618670529913,0.47826599105616907,0.6324608988501481,0.12983077616527686,0.018286040939641243,0.24137551139091246,13,16.36595734630207,0.7943317781490725,,0.8793843278886198,0.15397911655496635,NA,reanalysis,0.15397911655496635,9525,33,81.59643686057768,0.025613756512414508,0.10377707628185567,0.20418115682807703,0.0696963660569414,0.2382618670529913,meets criteria
"Liao, 2008",37251,education,37251_030,Learning: General,Intervention: Education (via computer),overall,overall,plain,48,5121,0.21904782088323732,0.14947805423803945,0.28543357855661966,NA,1,TRUE,TRUE,Children,0.449,NA,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.21904782088323732,5121,48,NA,0.03468253171392353,0.14947805423803945,0.28543357855661966,NA,NA,unclear
"Cheung, 2013",37402,education,37402_009,Numeracy: General,Intervention: Mathematics (in schools),overall,overall,plain,74,56886,0.07974522228289,0.059892290727946725,0.09950371902099893,78.88953152111047,1,TRUE,TRUE,All,0.16,0.11,0.2,d,overall,summary,0.08151677214589761,0.00907118753770661,8.986339639330927,2.5560122203359186e-19,0.06373757127498408,0.09929597301681115,73,72.06335967229406,56891,4612,0.05166778706669774,0.11136575722509749,3.7053816045521435,2.1107270787393352e-4,0.02612913033050071,-0.0066547779435632,0.05891303860456462,26,31.87725207090305,0.8156286477319137,,0.9172683010763841,0.08151677214589761,0.03610380885898482,reanalysis,0.08151677214589761,56891,73,72.06335967229406,0.00907118753770661,0.06373757127498408,0.09929597301681115,0.05166778706669774,0.11136575722509749,unclear
"Abrami, 2015",37419,education,37419_019,Literacy: Listening comprehension,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,7,1171,0.09161311025113641,-0.059892290727946725,0.23337295247532416,82.38,0.3,TRUE,TRUE,Children,0.184,-0.12,0.48,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.09161311025113641,1171,7,82.38,0.07481256204165074,-0.059892290727946725,0.23337295247532416,NA,NA,unclear
"Abrami, 2015",37419,education,37419_021,Literacy: Phonics,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,19,1238,0.09408085093703687,0.039968038348871575,0.14834045293024462,1,1,TRUE,TRUE,Children,0.189,0.08,0.3,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.09408085093703687,1238,19,1,0.027646024127901285,0.039968038348871575,0.14834045293024462,NA,NA,unclear
"Abrami, 2015",37419,education,37419_025,Literacy: Phonomic awareness,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,20,1753,0.1599151828696943,0.1093404791528976,0.2055172342864138,0,1,TRUE,TRUE,Children,0.324,0.22,0.42,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.1599151828696943,1753,20,0,0.024534886513652092,0.1093404791528976,0.2055172342864138,NA,NA,unclear
"Abrami, 2015",37419,education,37419_009,Literacy: Reading comprehension,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,6,1045,0.03248284952269848,-0.029986509105671005,0.09457419252642066,0,0.3,TRUE,TRUE,Children,0.065,-0.06,0.19,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.03248284952269848,1045,6,0,0.03177568919186012,-0.029986509105671005,0.09457419252642066,NA,NA,unclear
"Abrami, 2015",37419,education,37419_012,Literacy: Reading fluency,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,6,1725,0.03897037429124693,-0.06486312108268012,0.13864784453440623,73.21,0.3,TRUE,TRUE,Children,0.078,-0.13,0.28,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.03897037429124693,1725,6,73.21,0.05191606265741999,-0.06486312108268012,0.13864784453440623,NA,NA,unclear
"Abrami, 2015",37419,education,37419_014,Literacy: Vocabulary knowledge,Intervention: Literacy (Abracadabra; in schools),overall,overall,plain,15,1167,0.05392143976953467,-0.039968038348871575,0.14349931046699432,50.38,0.3,TRUE,TRUE,Children,0.108,-0.08,0.29,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.05392143976953467,1167,15,50.38,0.04680289510608824,-0.039968038348871575,0.14349931046699432,NA,NA,unclear
"Chan, 2014",37477,education,37477_028,Numeracy: General,Intervention: Dynamic geometry software,overall,overall,plain,9,587,0.45432608279601244,0.2696299255199709,0.5948430054102947,92,1,TRUE,TRUE,All,1.02,0.56,1.48,d,overall,summary,0.4301902109012361,0.07085450141513185,6.071459149515146,1.2675320711842887e-9,0.2913179399850354,0.5690624818174368,9,91.1522289986917,1174,268,0.19704157994821336,0.6633388418542588,NA,NA,NA,NA,NA,9,8.14570771862658,1.1048763730399915,,0.4032983396447508,0.4301902109012361,0.3002126100096196,reanalysis,0.4301902109012361,1174,9,91.1522289986917,0.07085450141513185,0.2913179399850354,0.5690624818174368,0.19704157994821336,0.6633388418542588,unclear
"Graham, 2015",37573,education,37573_001,Literacy: Writing,Intervention: Writing feedback,overall,overall,plain,4,463,0.1866606458232702,0.0846945914398115,0.282945147243684,0,1,TRUE,TRUE,Children,0.38,0.17,0.59,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.1866606458232702,463,4,0,0.05057412137853891,0.0846945914398115,0.282945147243684,NA,NA,unclear
"Li, 2010",37653,education,37653_002,Numeracy: General,Intervention: Mathematics,overall,overall,plain,85,36793,0.13864784453440623,0.06486312108268012,0.21019670952302208,0,1,TRUE,TRUE,All,0.28,0.13,0.43,d,overall,summary,0.2954203454044858,0.02825855394486577,10.45419188755623,1.4018872939146394e-25,0.24003459741736663,0.35080609339160496,85,96.51024985842041,36793,6542,0.2024348182555988,0.3884058725533728,-0.27327361257166694,0.7846428977317267,0.3086246039770341,0.19866469228543207,0.4185845156686362,50,61.16323248350896,0.8174845895118635,,0.9964852699986284,0.2954203454044858,NA,reanalysis,0.2954203454044858,36793,85,96.51024985842041,0.02825855394486577,0.24003459741736663,0.35080609339160496,0.2024348182555988,0.3884058725533728,meets criteria
"Schroeder, 2013",37768,education,37768_004,Learning: General,Intervention: With digital characters,grades 4-7,age,plain,5,348,0.2696299255199709,0.16759549393386897,0.36334527649164394,0,1,TRUE,TRUE,Children,0.56,0.34,0.78,d,overall,summary,0.27574042625232315,0.049536983334120814,5.56635482610009,2.6012330064253875e-8,0.17864972301468549,0.3728311294899608,5,0,348,106,0.11273765839392935,0.43874319411071694,NA,NA,NA,NA,NA,4,3.440901604167884,1.1624860167913238,,0.5010325239619786,0.27574042625232315,0.1957461392868965,reanalysis,0.27574042625232315,348,5,0,0.049536983334120814,0.17864972301468549,0.3728311294899608,0.11273765839392935,0.43874319411071694,unclear
"Slavin, 2014",37789,education,37789_001,Science: General,Intervention: Science (in schools),overall,overall,plain,6,2384,0.2055172342864138,0.15233563618791116,0.25693965079927134,NA,1,TRUE,TRUE,Children,0.42,NA,NA,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.2055172342864138,2384,6,NA,0.02668469760493882,0.15233563618791116,0.25693965079927134,NA,NA,unclear
"Hurwitz, 2018",39313,education,39313_023,Literacy: General,Intervention: Literacy videos,overall,overall,plain,783,24624,0.10442593000399553,0.07478994824163424,0.13378637625248027,0,1,TRUE,TRUE,Children,0.21,0.15,0.27,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.10442593000399553,24624,783,0,0.015050109186440315,0.07478994824163424,0.13378637625248027,NA,NA,unclear
"Ghobadi, 2018",39347,physical health,39347_011,Body composition,TV programs and movies: Mealtime,overall,overall,bold,14,41617,0.09230899377929312,0.05880846966455353,0.12286499554284283,72.4,1,TRUE,TRUE,All,1.28,1.17,1.39,or,overall,summary,0.07944459222749091,0.012857814978160919,6.178700841661516,6.463123133453063e-10,0.05424373795041586,0.10464544650456596,14,88.02642181503954,64642,15144,0.03713560833327533,0.12175357612170648,3.6158382475164923,2.99377278323288e-4,0.02670719333431215,-0.005540568678968745,0.05895495534759305,12,10.066170484983484,1.1921117388088514,,0.14526493512561856,0.07944459222749091,0.07403617043714468,reanalysis,0.07944459222749091,64642,14,88.02642181503954,0.012857814978160919,0.05424373795041586,0.10464544650456596,0.03713560833327533,0.12175357612170648,unclear
"Ameryoun, 2018",39489,physical health,39489_017,Body composition,Video games: Physically active,overall,overall,bold,10,1233,-0.11620732250103968,-0.18191319961098118,-0.04943946752957825,22.57,1,NA,NA,All,-0.234,-0.37,-0.099,d,overall,summary,-0.12515567209325212,0.03237073139772199,-3.8663220350362444,1.1048902245284062e-4,-0.18860113978600712,-0.061710204400497126,10,14.70867715391645,1233,322,-0.2316724290754008,-0.018638915111103438,-1.3674055553951412,0.17149822200266684,-0.0439863751556634,-0.1638886409343231,0.07591589062299628,3,2.812179053542581,1.0667884024741652,,0.5837526410860276,-0.12515567209325212,-0.05512525433558012,reanalysis,-0.12515567209325212,1233,10,14.70867715391645,0.03237073139772199,-0.18860113978600712,-0.061710204400497126,-0.2316724290754008,-0.018638915111103438,meets criteria
"Ameryoun, 2018",39489,physical health,39489_027,Body composition,Video games: Physically active,active game,intervention type,bold,6,519,-0.09408085093703687,-0.16231847047660572,-0.025991216453007546,NA,1,NA,NA,All,-0.189,-0.329,-0.052,d,overall,summary,-0.09331647867371418,0.03633232161833439,-2.5684149681925046,0.010216477363417692,-0.16452652052037559,-0.022106436827052767,6,0,748,322,-0.21286895417600493,0.026235996828576566,NA,NA,NA,NA,NA,0,1.0920589231989857,0,,0.9999999999999998,-0.09331647867371418,NA,reanalysis,-0.09331647867371418,748,6,0,0.03633232161833439,-0.16452652052037559,-0.022106436827052767,-0.21286895417600493,0.026235996828576566,unclear
"Darling, 2017",40668,physical health,40668_001,Body composition,Intervention: To promote health (via mobile phone),overall,overall,bold,9,565,-0.2055172342864138,-0.31337745420390184,-0.09457419252642066,NA,1,NA,NA,All,-0.42,-0.66,-0.19,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,-0.2055172342864138,565,9,NA,0.05581715859119418,-0.31337745420390184,-0.09457419252642066,NA,NA,unclear
"Darling, 2017",40668,health behaviour,40668_002,Diet: Healthy dietary behaviour,Intervention: To promote health (via mobile phone),overall,overall,plain,8,1886,0.04993761694389223,9.99999500000375e-4,0.011999136093300803,NA,1,TRUE,TRUE,All,0.1,0.002,0.024,d,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,NA,NA,NA,reported,0.04993761694389223,1886,8,NA,0.0028059021921684768,9.99999500000375e-4,0.011999136093300803,NA,NA,unclear
