author_year,outcome_category,plain_language_outcome,plain_language_exposure,age_group,original_effect_size_metric,original_effect_size,original_cilb,original_ciub,original_k,original_n,original_i2,converted_r,converted_cilb,converted_ciub,reanalysis_estimate,reanalysis_cilb,reanalysis_ciub,reanalysis_cilb999,reanalysis_ciub999,reanalysis_k,reanalysis_n,reanalysis_i2,reanalysis_eggers_p,reanalysis_eggers_cilb,reanalysis_eggers_ciub,reanalysis_tes_obser,reanalysis_tes_expect,reanalysis_tes_ratio,reanalysis_tes_p,reanalysis_tes_power,reanalysis_tes_theta
"Steele, 2016",education,Literacy: Reading comprehension,Intervention: Literacy (via computer in juvenile detention),Adolescents,md,0.201,0.12,0.283,3,1338,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Takacs, 2014",education,Learning: General,e-Books: Narration,Mixed,d,0.19,0.06,0.33,38,1272,51.46267874,0.09457419252642066,0.029986509105671005,0.16279878299320225,0.10792597805437198,0.04637687348616516,0.16947508262257882,0.0045929701631060305,0.21125898594563794,50,2288,56.97620373765412,0.7578090167748643,-0.18689373402610865,0.3247136736798204,12,12.228306794260623,0.9813296478325373,0.5299391348815347,0.253; 0.091; 0.157; 0.22; 0.175; 0.394; 0.246; 0.165; 0.169; 0.251; 0.251; 0.379; 0.248; 0.172; 0.323; 0.268; 0.271; 0.193; 0.198; 0.137; 0.339; 0.339; 0.296; 0.284; 0.343; 0.336; 0.334; 0.261; 0.263; 0.25; 0.249; 0.275; 0.224; 0.284; 0.428; 0.198; 0.188; 0.142; 0.153; 0.245; 0.245; 0.242; 0.256; 0.293; 0.224; 0.16; 0.2; 0.301; 0.137; 0.181,0.10792597805437198
"Zucker, 2009",education,Literacy: Decoding,e-Books: General,Children,d,0.09,NA,NA,2,109,NA,0.0449545065814817,-0.16817030728750196,0.25217765670963066,0.013741907008607425,-0.17411585535579333,0.20159966937300816,-0.30164704587736846,0.32913085989458335,2,109,0,NA,NA,NA,0,0.10235637438365955,0,0.9999999999999999,0.051; 0.051,0.013741907008607425
"Zucker, 2009",education,Literacy: Reading comprehension,e-Books: General,Children,d,0.31,NA,NA,7,401,NA,0.15317095441319076,0.027589493714070375,0.2717710136978197,0.22675484338837407,0.10425156230118107,0.34925812447556703,0.021087635065936527,0.4324220517108116,7,401,43.197419972530746,NA,NA,NA,3,3.2050088274995203,0.9360348633861755,0.7011437472734466,0.379; 0.355; 0.451; 0.496; 0.492; 0.444; 0.587,0.22675484338837407
"Barnett, 2011",health behaviour,Physical activity: Energy expenditure,Video games: Physically active,Mixed,md,3.2,2.7,3.7,9,187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, 1982",education,Learning: General,TV programs and movies: General,Mixed,r,-0.05,NA,NA,274,87025,NA,-0.05,NA,NA,-0.08697080911011758,-0.1298504713902556,-0.04409114682997956,-0.15896023140720641,-0.014981386813028741,23,86507,96.32352766199692,0.9261775002219355,-0.15954321790115022,-0.019494005885505886,13,12.673674260493696,1.0257483136144288,0.4455938229747083,0.438; 0.228; 0.71; 0.219; 0.19; 0.351; 0.754; 0.893; 0.837; 0.738; 0.94; 0.577; 0.371; 0.353; 0.795; 0.826; 0.415; 0.506; 0.911; 0.305; 0.187; 0.894; 0.233,-0.08697080911011758
"Gardella, 2017",education,Learning: Educational achievement problems,Internet use: Cyberbullying victimization,Adolescents,r,0.14,0.08,0.19,7,7768,NA,0.14,0.08,0.19,0.14931679984727078,0.12756776229169295,0.17106583740284861,0.11280297100890851,0.18583062868563305,7,7768,0,NA,NA,NA,7,5.873118567575757,1.1918710510367552,0.21840955072251883,1; 0.993; 0.602; 0.431; 0.997; 0.85; 1,0.14931679984727078
"Gardella, 2017",education,Learning: School attendance problems,Internet use: Cyberbullying victimization,Adolescents,r,0.2,0.08,0.3,9,23899,NA,0.2,0.08,0.3,0.19575526298344764,0.18389163844114498,0.2076188875257503,0.17583776756171868,0.2156727584051766,9,25242,0,NA,NA,NA,9,8.244772156430944,1.0916008143390568,0.42542839851287495,1; 0.852; 0.856; 0.852; 1; 0.684; 1; 1; 1,0.19575526298344764
"Paik, 1994",psychology,Antisocial Behaviour: General,TV programs and movies: Violent content,Adolescents,r,0.22,0.12,0.32,NA,334,NA,0.22,0.12,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paik, 1994",psychology,Antisocial Behaviour: General,TV programs and movies: Violent content,Young children,r,0.46,0.41,0.51,NA,1117,NA,0.46,0.41,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Paik, 1994",psychology,Antisocial Behaviour: General,TV programs and movies: Violent content,Children,r,0.31,0.21,0.4,NA,351,NA,0.31,0.21,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cushing, 2010",health behaviour,Healthy behavior: General,Intervention: Health behaviours,Mixed,d,0.118,0.066,0.171,33,7690,45.90294352,0.05889757782126992,0.03298204616246679,0.0851891898530834,0.11369777003250423,0.05258505079544781,0.17481048926956064,0.011097396826726308,0.21629814323828214,33,9525,88.22767559497842,0.19786821570700505,-0.09957307797571102,0.16998644965106774,13,15.142781731442978,0.858494841341229,0.7729380241701911,0.866; 0.209; 0.332; 0.106; 0.416; 0.345; 0.339; 0.366; 0.348; 0.622; 0.437; 0.668; 0.662; 0.479; 0.386; 0.599; 0.638; 0.188; 0.171; 0.278; 0.483; 0.805; 0.804; 0.483; 0.435; 0.502; 0.549; 0.412; 0.667; 0.374; 0.309; 0.455; 0.408,0.11369777003250423
"Liao, 2008",education,Learning: General,Intervention: Education (via computer),Children,d,0.449,NA,NA,48,5121,NA,0.21904782088323732,0.15089518796016638,0.2841418462729152,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cheung, 2013",education,Numeracy: General,Intervention: Mathematics (in schools),Mixed,d,0.16,0.11,0.2,74,56886,78.88953152,0.07974522228289,0.05491700075713547,0.09950371902099893,0.0687013198491637,0.047256238692339345,0.09014640100598804,0.03269779459964064,0.10470484509868674,73,56891,81.58309596813855,0.0036054344338550363,-0.0275716383270743,0.05596865158063264,26,30.408186209120018,0.8550329119006146,0.8523481115219721,0.552; 0.636; 0.575; 0.453; 0.791; 0.153; 0.406; 0.313; 0.204; 0.76; 0.171; 0.661; 0.266; 0.24; 0.55; 0.448; 0.364; 0.624; 0.776; 0.215; 0.177; 0.159; 0.293; 0.177; 0.729; 0.534; 0.101; 0.233; 0.387; 0.222; 0.154; 0.8; 0.554; 0.344; 0.381; 0.554; 0.708; 0.261; 0.253; 0.195; 0.345; 0.135; 0.485; 0.292; 0.187; 0.332; 0.523; 0.468; 0.542; 0.428; 0.669; 0.275; 0.644; 0.617; 0.589; 0.589; 0.178; 0.475; 0.162; 0.206; 0.736; 0.621; 0.595; 0.442; 0.359; 0.285; 0.647; 0.759; 0.542; 0.121; 0.194; 0.425; 0.166,0.0687013198491637
"Abrami, 2015",education,Literacy: Listening comprehension,Intervention: Literacy (Abracadabra; in schools),Children,d,0.184,-0.12,0.48,7,1171,82.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrami, 2015",education,Literacy: Phonics,Intervention: Literacy (Abracadabra; in schools),Children,d,0.189,0.08,0.3,19,1238,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrami, 2015",education,Literacy: Phonomic awareness,Intervention: Literacy (Abracadabra; in schools),Children,d,0.324,0.22,0.42,20,1753,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrami, 2015",education,Literacy: Reading comprehension,Intervention: Literacy (Abracadabra; in schools),Children,d,0.065,-0.06,0.19,6,1045,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrami, 2015",education,Literacy: Reading fluency,Intervention: Literacy (Abracadabra; in schools),Children,d,0.078,-0.13,0.28,6,1725,73.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abrami, 2015",education,Literacy: Vocabulary knowledge,Intervention: Literacy (Abracadabra; in schools),Children,d,0.108,-0.08,0.29,15,1167,50.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chan, 2014",education,Numeracy: General,Intervention: Dynamic geometry software,Mixed,d,1.02,0.56,1.48,9,587,92,0.45432608279601244,0.2696299255199709,0.5948430054102947,0.430190210901236,0.2913179399850353,0.5690624818174367,0.19704157994821433,0.6633388418542576,9,1174,91.1522289986917,NA,NA,NA,9,8.14570771862658,1.1048763730399915,0.4032983396447511,0.949; 0.885; 0.977; 0.864; 0.904; 0.958; 0.898; 0.845; 0.865,0.430190210901236
"Graham, 2015",education,Literacy: Writing,Intervention: Writing feedback,Children,d,0.38,0.17,0.59,4,463,0,0.1866606458232702,0.0846945914398115,0.282945147243684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Li, 2010",education,Numeracy: General,Intervention: Mathematics,Mixed,d,0.28,0.13,0.43,85,36793,0,0.13864784453440623,0.06486312108268012,0.21019670952302208,0.27095374585068505,0.21066186242945673,0.33124562927191337,0.16973145010727547,0.3721760415940946,85,36793,97.09726945568256,0.4944262966117883,0.1876258028676202,0.4257105176707924,50,59.550024610161586,0.8396302155594412,0.9881411099109231,0.81; 0.669; 0.655; 0.653; 0.679; 0.531; 0.768; 0.768; 0.535; 0.892; 0.523; 0.842; 0.835; 0.511; 0.643; 0.413; 0.357; 0.635; 0.535; 0.671; 0.139; 0.734; 0.632; 0.432; 0.512; 0.606; 0.591; 0.645; 0.669; 0.887; 0.897; 0.919; 0.924; 0.926; 0.93; 0.586; 0.645; 0.814; 0.865; 0.606; 0.797; 0.654; 0.452; 0.434; 0.823; 0.803; 0.357; 0.735; 0.739; 0.732; 0.746; 0.784; 0.752; 0.732; 0.789; 0.752; 0.697; 0.743; 0.756; 0.716; 0.724; 0.855; 0.804; 0.546; 0.596; 0.731; 0.768; 0.882; 0.882; 0.842; 0.431; 0.553; 0.631; 0.73; 0.561; 0.669; 0.615; 0.957; 0.958; 0.882; 0.879; 0.799; 0.669; 0.914; 0.795,0.27095374585068505
"Schroeder, 2013",education,Learning: General,Intervention: With digital characters,Children,d,0.56,0.34,0.78,5,348,0,0.2696299255199709,0.16759549393386897,0.36334527649164394,0.27574042625232315,0.17864972301468549,0.3728311294899608,0.11273765839393013,0.43874319411071616,5,348,0,NA,NA,NA,4,3.440901604167884,1.1624860167913238,0.5010325239619786,0.586; 0.598; 0.714; 0.698; 0.845,0.27574042625232315
"Slavin, 2014",education,Science: General,Intervention: Science (in schools),Children,d,0.42,NA,NA,6,2384,NA,0.2055172342864138,0.15341400624190038,0.2559307195444833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hurwitz, 2018",education,Literacy: General,Intervention: Literacy videos,Children,d,0.21,0.15,0.27,45,24624,0,0.10442593000399553,0.07478994824163424,0.13378637625248027,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ghobadi, 2018",physical health,Body composition,TV programs and movies: Mealtime,Mixed,or,1.28,1.17,1.39,14,41617,72.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ameryoun, 2018",physical health,Body composition,Video games: Physically active,Mixed,d,-0.234,-0.37,-0.099,10,1233,22.57,NA,NA,NA,-0.11623785197753284,-0.18047853137078768,-0.05199717258427801,-0.2240896668374429,-0.008386037117622772,10,1233,16.0228398285009,0.5500364934760458,-0.21396220891606962,0.0558179754228271,3,2.5726004985862034,1.166135201189877,0.5052661283018696,0.292; 0.535; 0.09; 0.139; 0.099; 0.479; 0.176; 0.545; 0.101; 0.117,-0.11623785197753284
"Ameryoun, 2018",physical health,Body composition,Video games: Physically active,Mixed,d,-0.189,-0.329,-0.052,6,519,NA,NA,NA,NA,-0.0899989579683527,-0.1612089998150141,-0.018788916121691285,-0.20955143347064287,0.029553517533937465,6,748,0,NA,NA,NA,0,1.0378579672836081,0,1,0.07; 0.307; 0.087; 0.12; 0.369; 0.085,-0.0899989579683527
"Darling, 2017",physical health,Body composition,Intervention: To promote health (via mobile phone),Mixed,d,-0.42,-0.66,-0.19,9,565,NA,-0.2055172342864138,-0.31337745420390184,-0.09457419252642066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darling, 2017",health behaviour,Diet: Healthy dietary behaviour,Intervention: To promote health (via mobile phone),Mixed,d,0.1,0.002,0.204,8,1886,NA,0.04993761694389223,9.99999500000375e-4,0.10147350073033704,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Darling, 2017",health behaviour,Physical activity: General,Intervention: To promote health (via mobile phone),Mixed,d,0.489,-0.322,1.299,4,346,NA,0.2375040132577503,-0.15895306852137217,0.5446935418108452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coyne, 2018",psychology,Prosocial Behavior: General,Screen use: Prosocial content,Adolescents,r,0.08,0.02,0.14,10,5883,77.3,0.08,0.02,0.14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coyne, 2018",psychology,Prosocial Behavior: General,Screen use: Prosocial content,Children,r,0.19,0.09,0.29,9,3550,82.22,0.19,0.09,0.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Byun, 2018",education,Numeracy: General,Video games: Numeracy,Mixed,d,0.37,NA,NA,17,2008,NA,0.18191319961098118,NA,NA,0.3212828965762703,0.20985997152319413,0.43270582162934645,0.1342181768772475,0.5083476162752931,25,2008,88.06545527383517,0.8631869926841815,-0.07175109814852781,0.6537914263612226,12,16.912308943599097,0.7095423835987641,0.9821403970092576,0.817; 0.667; 0.721; 0.795; 0.789; 0.736; 0.37; 0.544; 0.561; 0.754; 0.736; 0.486; 0.628; 0.791; 0.595; 0.816; 0.643; 0.634; 0.67; 0.793; 0.67; 0.667; 0.708; 0.619; 0.7,0.3212828965762703
"Van 't Riet, 2014",physical health,Body composition,Video games: Physically active,Mixed,d,0.2,-0.08,0.48,5,561,NA,NA,NA,NA,0.10929832787975466,-0.027860679326757398,0.24645733508626672,-0.12097395428354757,0.3395706100430569,5,561,50.600513259494775,NA,NA,NA,2,1.3779625785702976,1.4514182250689973,0.42181571919710165,0.338; 0.541; 0.21; 0.182; 0.107,0.10929832787975466
"Tekedere, 2016",education,Learning: General,Intervention: Augmented reality (in schools),Mixed,d,0.677,0.491,0.863,15,1560,60.776,0.3206288606405904,0.2384202881820313,0.3961897713544536,0.3346449524696077,0.24695141627589856,0.4223384886633168,0.187418816019877,0.4818710889193384,15,1474,68.97168928302375,0.11415779237079735,0.27330045439947337,0.8049735357600872,10,11.168872079608212,0.8953455576107543,0.84888922802069,0.612; 0.829; 0.681; 0.924; 0.865; 0.97; 0.702; 0.663; 0.544; 0.617; 0.658; 0.674; 0.85; 0.836; 0.744,0.3346449524696077
"Cheung, 2012",education,Literacy: Reading,Intervention: Reading (in schools),Mixed,d,0.16,0.12,0.21,84,60553,77.10534301,0.07974522228289,0.059892290727946725,0.10442593000399553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blok, 2002",education,Literacy: Reading fluency,Intervention: Literacy,Children,d,0.254,0.144,0.364,50,1121,61.98898456,0.12598803368133182,0.0718140984736978,0.1790585909901008,0.1292839838032694,0.0701873212567238,0.18838064634981497,0.030068309747402502,0.22849965785913628,50,3083,57.96571988214769,0.02001370482706653,0.15345632867208744,0.5029209582013862,10,12.587893206119034,0.7944141117386468,0.800451551763775,0.215; 0.224; 0.235; 0.238; 0.398; 0.158; 0.093; 0.267; 0.258; 0.363; 0.225; 0.438; 0.204; 0.194; 0.196; 0.191; 0.273; 0.768; 0.125; 0.258; 0.419; 0.408; 0.461; 0.227; 0.254; 0.342; 0.144; 0.256; 0.245; 0.182; 0.209; 0.294; 0.246; 0.233; 0.217; 0.179; 0.147; 0.225; 0.146; 0.138; 0.237; 0.28; 0.515; 0.237; 0.225; 0.227; 0.143; 0.143; 0.139; 0.148,0.1292839838032694
"Villegas-Navas, 2020",health behaviour,Diet: Food choice,Advertising: Food portrayed in media,Children,rr,1.41,1.14,1.75,21,2516,74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Villegas-Navas, 2020",health behaviour,Diet: Food intake (calories),Advertising: Food portrayed in media,Children,md,25.51,14.37,36.66,13,1621,88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vannucci, 2020",psychology,Risky behavior: Risk taking (general),Social Media: General,Adolescents,r,0.21,0.16,0.25,27,67407,97,0.21,0.16,0.25,0.20577490960705092,0.1611012712246086,0.25044854798949323,0.13077363282342402,0.2807761863906778,27,66407,97.02498052198153,0.7844953564424184,0.10627794673658439,0.28399645018761577,26,23.836143001825423,1.0907805007718263,0.14405604722831253,0.94; 0.888; 0.907; 0.95; 0.798; 0.948; 0.924; 0.96; 0.931; 0.859; 0.834; 0.948; 0.721; 0.975; 0.511; 0.911; 0.88; 0.87; 0.893; 0.811; 0.978; 0.862; 0.962; 0.765; 0.978; 0.9; 0.933,0.20577490960705092
"Vannucci, 2020",psychology,Risky behavior: Risky sexual behaviour,Social Media: General,Adolescents,r,0.21,0.15,0.28,14,23096,95,0.21,0.15,0.28,0.20865487310072786,0.13598743167945387,0.28132231452200185,0.08665561168984205,0.3306541345116137,14,23096,96.24799108089547,0.7801078139096249,-0.004260170877959352,0.3724416531299036,13,11.907261156156785,1.0917707967863124,0.35275360095355357,0.889; 0.781; 0.949; 0.915; 0.839; 0.815; 0.711; 0.967; 0.858; 0.793; 0.843; 0.751; 0.881; 0.917,0.20865487310072786
"Vannucci, 2020",health behaviour,Risky behavior: Substance abuse,Social Media: General,Adolescents,r,0.19,0.12,0.26,14,36228,98,0.19,0.12,0.26,0.18821266545489526,0.13544884395641194,0.2409764869533786,0.09962901470114441,0.2767963162086461,14,36228,96.09361493535877,0.9660895806623352,0.0936753647498763,0.2862422482364379,13,12.537222617853487,1.0369122728575866,0.5576121961844843,0.955; 0.886; 0.953; 0.951; 0.927; 0.963; 0.951; 0.461; 0.912; 0.878; 0.866; 0.892; 0.98; 0.965,0.18821266545489526
"Janssen, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,r,-0.07,-0.12,-0.03,2,1884,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janssen, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,r,-0.13,-0.21,-0.04,1,497,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Janssen, 2020",health behaviour,Sleep: Duration,Screen use: General,Young children,r,-0.1,-0.25,0.05,4,3803,93.5,-0.1,-0.25,0.05,-0.10882341106526884,-0.2630945434869845,0.04544772135644683,-0.36782474432206747,0.1501779221915298,4,3803,93.10738712929952,NA,NA,NA,4,2.456884585365335,1.628078105022262,0.1025590620308353,0.271; 0.721; 0.843; 0.622,-0.10882341106526884
"Janssen, 2020",health behaviour,Sleep: Duration,Screen use: General,Children,r,-0.09,-0.17,-0.01,7,6184,90,-0.09,-0.17,-0.01,-0.09545791995421024,-0.17487130056536532,-0.016044539343055178,-0.22878274316542252,0.03786690325700204,7,6184,87.13968155448143,NA,NA,NA,6,3.9003295662226805,1.5383315430472122,0.08540968286557815,0.759; 0.392; 0.574; 0.185; 0.653; 0.806; 0.532,-0.09545791995421024
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via mobile phone app),Adolescents,d,-0.042,-0.182,0.098,6,853,0,-0.020995371030975256,-0.09062553858790881,0.04894128121671798,-0.02136221945436829,-0.08835898447615935,0.04563454556742276,-0.1338411466012969,0.09111670769256032,6,853,0,NA,NA,NA,1,0.3451554521121435,2.8972452669676874,0.29932101025407337,0.052; 0.069; 0.052; 0.052; 0.069; 0.052,-0.02136221945436829
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via mobile phone app),Adolescents,d,-0.077,-0.566,0.402,2,65,0,NA,NA,NA,-0.03947396940269316,-0.2857951223456304,0.2068471835402441,-0.45301541439044135,0.37406747558505504,2,65,0,NA,NA,NA,0,0.11133952083925229,0,1,0.055; 0.056,-0.03947396940269316
"Shin, 2019",health behaviour,Physical activity: General,Intervention: To promote health (via mobile phone app),Adolescents,d,0.235,-0.067,0.537,5,792,66.77,0.11669718619983113,-0.03348121811949645,0.25931534190696554,0.1436779787544578,-0.04945806247779219,0.3368140199867078,-0.18057252355177578,0.4679284810606914,5,826,82.8182176587344,NA,NA,NA,1,2.258003505803282,0.4428691086749448,0.9657598867168914,0.377; 0.252; 0.258; 0.685; 0.685,0.1436779787544578
"Shin, 2019",health behaviour,Screen time: General,Intervention: To promote health (via mobile phone app),Adolescents,d,-0.267,-0.41,0.124,5,792,32.35,-0.1323260337522422,-0.20082362021561567,0.061881178452996226,-0.13894664476963794,-0.22385893123808032,-0.05403435830119559,-0.2815034216596355,0.003610132120359627,5,826,21.499445298879937,NA,NA,NA,2,1.8684981358697705,1.0703783758762042,0.6663452150629712,0.187; 0.135; 0.134; 0.701; 0.711,-0.13894664476963794
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via mobile phone),Adolescents,d,-0.037,-0.147,0.073,9,1358,0,-0.018496834999892797,-0.07330226810066905,0.03647571070436795,-0.018986171491766377,-0.072145274244931,0.034172931261398254,-0.10823344848826767,0.07026110550473492,9,1358,0,NA,NA,NA,1,0.5065231989788915,1.9742432370638037,0.40638025993202476,0.051; 0.063; 0.051; 0.065; 0.051; 0.056; 0.051; 0.065; 0.052,-0.018986171491766377
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via mobile phone),Adolescents,d,-0.043,-0.322,0.236,3,216,0,NA,NA,NA,-0.02085504392028722,-0.15503505970622394,0.1133249718656495,-0.24612598372239883,0.20441589588182438,3,216,0,NA,NA,NA,0,0.1606666351730242,0,1,0.051; 0.058; 0.052,-0.02085504392028722
"Shin, 2019",health behaviour,Diet: Sugary drinks,Intervention: To promote health (via mobile phone),Adolescents,d,-0.4,-0.759,-0.04,3,758,76.11,-0.19611613513818402,-0.35480924247422113,-0.01999600119960014,-0.2281062160884114,-0.48126118851040767,0.02504875633358486,-0.6531207625471086,0.19690833037028585,3,758,91.01833738923231,NA,NA,NA,2,2.0770508942462813,0.9629037042569718,0.7868801363823408,0.51; 0.783; 0.784,-0.2281062160884114
"Shin, 2019",health behaviour,Physical activity: General,Intervention: To promote health (via mobile phone),Adolescents,d,0.341,0.019,0.664,6,872,72.26,0.1680745169573563,0.009499571341514603,0.3150886634636183,0.20162982054672657,0.010898395013076462,0.3923612460803767,-0.11858364215183032,0.5218432832452835,6,906,85.979380306879,NA,NA,NA,2,3.2452115761300835,0.6162926370381684,0.9400328171884896,0.472; 0.331; 0.338; 0.755; 0.755; 0.595,0.20162982054672657
"Shin, 2019",health behaviour,Screen time: General,Intervention: To promote health (via mobile phone),Adolescents,d,-0.198,-0.317,-0.078,6,1114,43.93,-0.09851838783325112,-0.15654580587180342,-0.03897037429124693,-0.1113971179774255,-0.20051242183214985,-0.022281814122701152,-0.2610102189486697,0.03821598299381869,6,1148,46.072999039699326,NA,NA,NA,2,2.0178770430745407,0.9911406677944548,0.6838210713178892,0.516; 0.161; 0.119; 0.119; 0.548; 0.556,-0.1113971179774255
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via text message),Adolescents,d,-0.03,-0.208,0.149,3,505,0,-0.014998312784712243,-0.10344208971095142,0.07429410984854967,-0.014947832463762589,-0.1022907349074474,0.07239506997992222,-0.1615853000723722,0.13168963514484705,3,505,0,NA,NA,NA,0,0.16293789265704606,0,1,0.051; 0.058; 0.054,-0.014947832463762589
"Shin, 2019",physical health,Body composition,Intervention: To promote health (via text message),Adolescents,d,-0.026,-0.369,0.318,1,151,0,NA,NA,NA,-0.012998901639215271,-0.17300225028513774,0.1470044470067072,-0.2816238865882007,0.2556260833097701,1,151,0,NA,NA,NA,0,0.052909457906691576,0,1,0.053,-0.012998901639215271
"Shin, 2019",health behaviour,Physical activity: General,Intervention: To promote health (via text message),Adolescents,d,1.011,0.251,1.771,1,80,0,0.45113608826623874,0.12452319547247137,0.6629453387316204,0.45113608826623874,0.2755025847917685,0.626769591740709,0.15627008935659986,0.7460020871758777,1,80,0,NA,NA,NA,1,0.9989455188797874,1.0010555942243928,0.9989455188797874,0.999,0.45113608826623874
"Shin, 2019",health behaviour,Screen time: General,Intervention: To promote health (via text message),Adolescents,d,-0.036,-0.254,0.183,1,322,0,-0.017997084708396737,-0.12598803368133182,0.09111935802422208,-0.017997084708396734,-0.1273561743248568,0.09136200490806332,-0.20159689090535884,0.1656027214885654,1,322,0,NA,NA,NA,0,0.06200141196427317,0,1,0.062,-0.017997084708396734
"Rodriguez-Rocha, 2019",health behaviour,Diet: Fruit and vegetable intake,Intervention: Fruit and vegetable,Children,d,0.13,NA,NA,4,955,35.28,0.06486312108268012,NA,NA,0.11656980368143599,-0.05105252741746885,0.28419213478034083,-0.16484647010043552,0.3979860774633075,4,955,82.50565600024349,NA,NA,NA,1,1.9543945127562805,0.5116674210212047,0.942450765662566,0.596; 0.312; 0.381; 0.666,0.11656980368143599
"Rodriguez-Rocha, 2019",health behaviour,Diet: Fruit and vegetable intake,Intervention: Fruit and vegetable,Adolescents,d,0.35,0.16,0.55,4,1697,61.08,0.1723803317522482,0.07974522228289,0.2651564830210424,0.15892985991337066,0.08554444671946138,0.23231527310727995,0.03572521650110713,0.28213450332563417,4,1868,55.79824502358969,NA,NA,NA,4,2.973471414484309,1.345229007588668,0.2743255792200894,0.557; 0.896; 0.928; 0.592,0.15892985991337066
"Kucukalkan, 2019",education,Numeracy: General,Intervention: Mathematics,Children,d,0.606,0.488,0.724,31,2290,85.38,0.28998083329484436,0.23704563778079357,0.34038375143648997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fang, 2019",physical health,Body composition,Computer use: General,Mixed,or,2.39,1.98,2.89,2,7984,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fang, 2019",physical health,Body composition,Screen use: General,Mixed,or,1.67,1.48,1.88,16,47750,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fang, 2019",physical health,Body composition,Screen use: General,Mixed,or,1.47,1.27,1.69,9,15068,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
