Review ID,Effect Size ID,Study-Level Available?,Value,Value - CI lower bound,Value - CI upper bound,p-value,Statistical Test,k (number of effects informing this test),Combined N,Exposure - Author Description,Plain Language - Exposure,Outcome - Author Description,Outcome Level 1,Outcome Level 2,Outcome Level 3,Outcome Plain Language Descriptor,Benefit or Risk?,Moderator Level Recoded,Moderator Category Recoded,Use Moderator,I2 calculated,Value_raw_SE,Value_raw_SD
34670,34670_003,TRUE,0.1,-999,-999,-999,d,38,-999, ,Intervention: Mathematics (in schools),  ,education,education_numeracy,education_numeracy_general,Numeracy: General,Benefit,overall,overall,TRUE,,,
35525,35525_007,,0.17,0.04,0.29,-999,Pearson's r,-999,224, ,TV programs and movies: Violent content,  ,psychology,psychology_behaviour,psychology_behaviour_antisocial,Antisocial Behaviour: General,Risk,12-17 years surveys,age and study design,FALSE,,,
35525,35525_008,,0.22,0.12,0.32,-999,Pearson's r,-999,334, ,TV programs and movies: Violent content,  ,psychology,psychology_behaviour,psychology_behaviour_antisocial,Antisocial Behaviour: General,Risk,12-17 years,age,TRUE,,,
35525,35525_009,,0.46,0.41,0.51,-999,Pearson's r,-999,1117, ,TV programs and movies: Violent content,  ,psychology,psychology_behaviour,psychology_behaviour_antisocial,Antisocial Behaviour: General,Risk,pre-school,age,TRUE,,,
35525,35525_010,,0.33,0.15,0.49,-999,Pearson's r,-999,110, ,TV programs and movies: Violent content,  ,psychology,psychology_behaviour,psychology_behaviour_antisocial,Antisocial Behaviour: General,Risk,12-17 years experimental,age and study design,FALSE,,,
35525,35525_011,,0.31,0.21,0.4,-999,Pearson's r,-999,351, ,TV programs and movies: Violent content,  ,psychology,psychology_behaviour,psychology_behaviour_antisocial,Antisocial Behaviour: General,Risk,6-11 years,age,TRUE,,,
35660,35660_003,TRUE,0.118,0.066,0.171,-999,Cohen's d,33,7690, ,Intervention: Health behaviours,  ,health behaviour,health behaviour_general,health behaviour_general ,Healthy behavior: General,Benefit,overall,overall,TRUE,45.90294352,,
37251,37251_030,FALSE,0.449,-999,-999,-999,Cohen's d,48,5121, ,Intervention: Education (via computer),  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,TRUE,,0.073323484,0.508
37402,37402_009,TRUE,0.16,0.11,0.2,0,adjusted SMD,74,56886, ,Intervention: Mathematics (in schools),  ,education,education_numeracy,education_numeracy_general,Numeracy: General,Benefit,overall,overall,TRUE,78.88953152,0.02,
37419,37419_024,,0.238,0.12,0.35,0.01,g+,7,1171, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_listening_comprehension,Literacy: Listening comprehension,Benefit,fixed effects,model_type,FALSE,82.38,,
37419,37419_019,FALSE,0.184,-0.12,0.48,-999,g+,7,1171, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_listening_comprehension,Literacy: Listening comprehension,Benefit,overall,overall,TRUE,82.38,,
37419,37419_022,,0.189,0.08,0.3,0.01,g+,19,1238, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_phonics,Literacy: Phonics,Benefit,fixed effects,model_type,FALSE,1,,
37419,37419_021,FALSE,0.189,0.08,0.3,-999,g+,19,1238, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_phonics,Literacy: Phonics,Benefit,overall,overall,TRUE,1,,
37419,37419_026,,0.324,0.22,0.42,0.001,g+,20,1753, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_phonomic awareness,Literacy: Phonomic awareness,Benefit,fixed effects,model_type,FALSE,,,
37419,37419_025,FALSE,0.324,0.22,0.42,-999,g+,20,1753, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_phonomic awareness,Literacy: Phonomic awareness,Benefit,overall,overall,TRUE,0,,
37419,37419_010,,0.065,-0.06,0.19,0.3,g+,6,1045, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_comprehension,Literacy: Reading comprehension,Benefit,fixed effects,model_type,FALSE,,,
37419,37419_009,FALSE,0.065,-0.06,0.19,0.3,g+,6,1045, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_comprehension,Literacy: Reading comprehension,Benefit,overall,overall,TRUE,0,,
37419,37419_008,,0.056,-0.04,0.15,0.25,g+,6,1725, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_fluency,Literacy: Reading fluency,Benefit,fixed effects,model_type,FALSE,73.21,,
37419,37419_012,FALSE,0.078,-0.13,0.28,-999,g+,6,1725, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_reading_fluency,Literacy: Reading fluency,Benefit,overall,overall,TRUE,73.21,,
37419,37419_016,,0.138,0.02,0.25,0.02,g+,15,1167, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_vocabulary_knowledge,Literacy: Vocabulary knowledge,Benefit,fixed effects,model_type,FALSE,50.38,,
37419,37419_014,FALSE,0.108,-0.08,0.29,-999,g+,15,1167, ,Intervention: Literacy (Abracadabra),  ,education,education_literacy,education_literacy_vocabulary_knowledge,Literacy: Vocabulary knowledge,Benefit,overall,overall,TRUE,50.38,,
37477,37477_028,TRUE,1.02,0.56,1.48,-999,Cohen's d,9,587, ,Intervention: Dynamic geometry software,  ,education,education_numeracy,education_numeracy_geometry,Numeracy: General,Benefit,overall,overall,TRUE,92,,
37573,37573_001,FALSE,0.38,0.17,0.59,0.001,Cohen's D,4,463, ,Intervention: Writing feedback,  ,education,education_literacy,education_literacy_writing,Literacy: Writing,Benefit,overall,overall,TRUE,0,,
37653,37653_002,TRUE,0.28,0.13,0.43,-999,Cohen's d,85,36793, ,Intervention: Mathematics,  ,education,education_numeracy,education_numeracy_general,Numeracy: General,Benefit,overall,overall,TRUE,0,,
37768,37768_004,TRUE,0.56,0.34,0.78,0.05,Hedges' g,5,348, ,Intervention: With digital characters,  ,education,education_learning,education_learning_general,Learning: General,Benefit,grades 4-7,age,TRUE,0,,
37786,37786_001,FALSE,0.19,-999,-999,-999,d,38,-999, ,Intervention: Mathematics,  ,education,education_numeracy,education_numeracy_general,Numeracy: General,Benefit,overall,overall,TRUE,,,
37789,37789_001,FALSE,0.42,-999,-999,-999,average effect size,6,2384, ,Intervention: Science (in schools),  ,education,education_science,education_science_general,Science: General,Benefit,overall,overall,TRUE,,0.055865431,0.136841801
39313,39313_023,FALSE,0.21,0.15,0.27,-999,cohen's d,45,24624, ,Intervention: Literacy videos,  ,education,education_learning,education_learning_general,Literacy: General,Benefit,overall,overall,TRUE,0,0.03,
39347,39347_007,,1.26,1.15,1.37,-999,OR,5,14916, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,"question ""how often does your child eat while tv?""",tv exposure,FALSE,22.2,,
39347,39347_009,,1.27,1.1,1.47,-999,OR,5,26701, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,eat while watching yes/no,tv exposure,FALSE,89,,
39347,39347_011,TRUE,1.28,1.17,1.39,-999,OR,14,41617, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,overall,overall,TRUE,72.4,,
39347,39347_001,,1,0.9,1.11,-999,OR,1,7915, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,breakfast,meals,FALSE,,,
39347,39347_003,,1.22,1.12,1.32,-999,OR,4,19490, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,dinner,meals,FALSE,24.5,,
39347,39347_005,,1.25,1.11,1.41,-999,OR,3,18485, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,boys,gender,FALSE,32.1,,
39347,39347_013,,1.34,1.2,1.5,-999,OR,3,18485, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,girls,gender,FALSE,,,
39347,39347_015,,1.35,1.17,1.56,-999,OR,2,18786, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,not stated,meals,FALSE,50.5,,
39347,39347_017,,1.43,1.34,1.54,-999,OR,1,7915, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,lunch,meals,FALSE,,,
39347,39347_019,,1.8,0.99,3.28,-999,OR,1,293, ,TV programs and movies: Mealtime,  ,physical health,physical health_body composition,physical health_body composition_overweight/obesity status,Body composition,Risk,snack,meals,FALSE,,,
39489,39489_001,,-0.408,-0.771,-0.044,0.002,Standardised mean difference,4,491, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,combined,intervention type,FALSE,,,
39489,39489_031,,-0.181,-0.319,0.042,0.01,standardised mean difference,6,748, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,z-score,bmi measure,FALSE,,,
39489,39489_017,TRUE,-0.234,-0.37,-0.099,-999,Standardised mean difference,10,1233, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,22.57,,
39489,39489_027,TRUE,-0.189,-0.329,-0.052,0.007,hedge's g,6,519, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,active game,intervention type,TRUE,,,
40668,40668_001,FALSE,-0.42,-0.66,-0.19,-999,Cohen's D,9,565, ,Intervention: To promote health (via mobile phone),  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,,,
40668,40668_002,FALSE,0.1,0.002,0.204,-999,Cohen's D,8,1886, ,Intervention: To promote health (via mobile phone),  ,health behaviour,health behaviour_dietary,health behaviour_healthy dietary behaviour,Diet: Healthy dietary behaviour,Benefit,overall,overall,TRUE,,,
40668,40668_005,FALSE,0.489,-0.322,1.299,-999,Cohen's D,4,346, ,Intervention: To promote health (via mobile phone),  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,overall,overall,TRUE,,,
41404,41404_012,FALSE,0.08,0.02,0.14,0.01,correlation,10,5883, ,Screen use: Prosocial content,  ,psychology,psychology_behaviour,psychology_behaviour_prosocial,Prosocial Behavior: General,Benefit,adolescence,age,TRUE,77.3,,
41404,41404_014,FALSE,0.19,0.09,0.29,0.001,correlation,9,3550, ,Screen use: Prosocial content,  ,psychology,psychology_behaviour,psychology_behaviour_prosocial,Prosocial Behavior: General,Benefit,childhood,age,TRUE,82.22,,
41430,41430_001,TRUE,0.37,-999,-999,-999,Cohen's d,17,2008, ,Video games: Numeracy,  ,education,education_numeracy,education_numeracy_general,Numeracy: General,Benefit,overall,overall,TRUE,,,
42162,42162_001,TRUE,0.2,-0.08,0.48,-999,hedge's g,5,561, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,,,
42168,42168_002,TRUE,0.677,0.491,0.863,0,hedge's g,15,1560, ,Intervention: Augmented reality,  ,education,education_learning,education_learning_general,Learning: General,Benefit,overall,overall,TRUE,60.776,,
42181,42181_001,TRUE,0.49,0.16,1.56,-999,rate ratio,1,139, ,Intervention: Smoking cessation,  ,health behaviour,psychology_risky behaviour,psychology_risky behaviour_smoking cessation,Risky behavior: Quiting Smoking,Benefit,overall,overall,FALSE,,,
42279,42279_018,FALSE,0.16,0.12,0.21,0,effect size (type unclear),84,60553, ,Intervention: Reading (in schools),  ,education,education_literacy,education_literacy_reading_fluency,Literacy: Reading,Benefit,overall,overall,TRUE,77.10534301,,
42279,42279_008,,0.11,0.09,0.13,0,effect size (type unclear),84,60533, ,Intervention: Reading (in schools),  ,education,education_literacy,education_literacy_reading_fluency,Literacy: Reading fluency,Benefit,fixed effects,model_type,FALSE,76.55366452,,
42288,42288_001,TRUE,0.254,0.144,0.364,-999,Hedges' d,50,1121, ,Intervention: Literacy,  ,education,education_literacy,education_literacy_reading_fluency,Literacy: Reading fluency,Benefit,overall,overall,TRUE,61.98898456,,
47427,47427_002,,1.52,1.23,1.87,0,Risk Ratio,-999,2341, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Low nutritional value foods,Food type,FALSE,72.88,,
47427,47427_003,,1.44,0.25,8.28,0.684,Risk Ratio,-999,64, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Mixed nutritional value foods,Food type,FALSE,58.34,,
47427,47427_004,,1.55,1.21,1.99,0,Risk Ratio,10,2197, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Branded,Branding,FALSE,68.76,,
47427,47427_005,,1.02,0.61,1.71,0.939,Risk Ratio,2,319, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Non-branded,Branding,FALSE,,,
47427,47427_006,,1.1,0.8,1.51,0.559,Risk Ratio,-999,248, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Disconnected,Plot connection,FALSE,,,
47427,47427_007,,1.51,1.17,1.94,0.001,Risk Ratio,-999,2268, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Connected,Plot connection,FALSE,,,
47427,47427_008,,0.99,0.74,1.34,0.961,Risk Ratio,-999,334, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Unimodal,Modality,FALSE,,,
47427,47427_009,,1.61,1.14,2.26,0.007,Risk Ratio,-999,1289, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Bimodal,Modality,FALSE,79.74,,
47427,47427_010,,1.48,1.13,1.95,0.005,Risk Ratio,9,1573, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",watching media,activity,FALSE,68.82,,
47427,47427_011,,1.19,0.77,1.83,0.444,Risk Ratio,3,943, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",playing on media,activity,FALSE,87.19,,
47427,47427_012,,1.73,1.34,2.22,0,Risk Ratio,-999,485, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",6-7 years,age,FALSE,,,
47427,47427_013,,1.41,1.11,1.81,0.005,Risk Ratio,-999,2031, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",8-12 years,age,FALSE,77.79,,
47427,47427_014,,1.26,0.89,1.78,0.197,Risk Ratio,4,679, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Low risk of bias,Quality Assessment,FALSE,53.86,,
47427,47427_015,,1.55,1.1,2.19,0.012,Risk Ratio,6,1648, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",Middle risk of bias,Quality Assessment,FALSE,84.48,,
47427,47427_016,,1.36,0.88,2.11,0.172,Risk Ratio,2,189, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,"Ambiguous. It looks at experiments to see if food placement influences food choices. Most of the experiemnts have unhealthy foods, but a few had medium or high quality foods. They did provide effects for low quality food separately. So, we coudl report that if we wanted. k = 18vs k = 2 for mediauma dn k = 1 for high quality foods. Likely not an issue for the plot because Mike is going to remove RR?",High risk of bias,Quality Assessment,FALSE,37.67,,
47427,47427_001,TRUE,1.41,1.14,1.75,,Risk Ratio,21,2516, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food choice,Diet: Food choice,Risk,overall,overall,TRUE,74,,
47427,47427_018,,54.49,29.53,79.45,0,Mean difference,-999,261, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food intake,Diet: Food intake (calories),Risk,6-7 years,age,FALSE,,,
47427,47427_019,,20.89,9.64,32.14,0,Mean difference,-999,1360, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food intake,Diet: Food intake (calories),Risk,8-12 years,age,FALSE,87.64,,
47427,47427_020,,46.55,11.52,81.58,0.009,Mean difference,3,828, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food intake,Diet: Food intake (calories),Risk,Low risk of bias,Quality Assessment,FALSE,87.17,,
47427,47427_021,,24.7,10.14,39.25,0.001,Mean difference,3,679, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food intake,Diet: Food intake (calories),Risk,Middle risk of bias,Quality Assessment,FALSE,85.46,,
47427,47427_017,TRUE,25.51,14.37,36.66,,Mean difference,13,1621, ,Advertising: Food portrayed in media,  ,health behaviour,health behaviour_dietary,health behaviour_dietary_food intake,Diet: Food intake (calories),Risk,overall,overall,TRUE,88,,
47429,47429_001,TRUE,0.21,0.16,0.25,-999,Weighted mean correlation coefficient,27,67407, ,Social Media: General,  ,psychology,psychology_risky behaviour,psychology_risky behaviour_risky behaviour_general,Risky behavior: Risk taking (general),Risk,overall,overall,TRUE,97,,
47429,47429_003,TRUE,0.21,0.15,0.28,-999,Weighted mean correlation coefficient,14,23096, ,Social Media: General,  ,psychology,psychology_risky behaviour,psychology_risky behaviour_sex risky behaviour,Risky behavior: Risky sexual behaviour,Risk,overall,overall,TRUE,95,,
47429,47429_002,TRUE,0.19,0.12,0.26,-999,Weighted mean correlation coefficient,14,36228, ,Social Media: General,  ,health behaviour,psychology_risky behaviour,psychology_risky behaviour_substance use general,Risky behavior: Substance abuse,Risk,overall,overall,TRUE,98,,
47440,47440_005,,-0.31,-0.72,0.1,-999,Standardised mean difference,3,380, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_adiposity,Body composition,Risk,Short-term,Follow-up,FALSE,,,
47440,47440_006,,-0.64,-1.46,0.17,-999,Standardised mean difference,2,360, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_adiposity,Body composition,Risk,Intermediate,Follow-up,FALSE,,,
47440,47440_001,,-0.34,-0.62,-0.05,-999,Standardised mean difference,6,627, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,Short-term,Follow-up,FALSE,13,,
47440,47440_002,,-0.36,-0.71,-0.01,-999,Standardised mean difference,2,438, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,Intermediate,Follow-up,FALSE,,,
47440,47440_003,,-0.12,-0.3,0.06,-999,Standardised mean difference,5,489, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_weight,Body composition,Risk,Short-term,Follow-up,FALSE,,,
47440,47440_004,,-0.25,-0.46,-0.04,-999,Standardised mean difference,2,361, ,Video games: Physically active,  ,physical health,physical health_body composition,physical health_body composition_weight,Body composition,Risk,Intermediate,Follow-up,FALSE,,,
47440,47440_007,,0.06,-0.19,0.31,-999,Standardised mean difference,6,643, ,Video games: Physically active,  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Short-term,Follow-up,FALSE,16,,
47440,47440_008,,0.22,-0.09,0.52,-999,Standardised mean difference,4,735, ,Video games: Physically active,  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,Intermediate,Follow-up,FALSE,20,,
47448,47448_002,,-0.07,-0.12,-0.03,-999,Correlation coefficient,2,1884, ,Screen use: General,  ,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Infants,age,TRUE,,,
47448,47448_003,,-0.13,-0.21,-0.04,-999,Correlation coefficient,1,497, ,Screen use: General,  ,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Toddlers,age,TRUE,,,
47448,47448_004,TRUE,-0.1,-0.25,0.05,-999,Correlation coefficient,4,3803, ,Screen use: General,  ,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,Preschoolers,age,TRUE,93.5,,
47448,47448_001,TRUE,-0.09,-0.17,-0.01,-999,Correlation coefficient,7,6184, ,Screen use: General,  ,health behaviour,health behaviour_sleep,health behaviour_sleep_duration,Sleep: Duration,Benefit,overall,overall,TRUE,90,,
47484,47484_006,TRUE,-0.042,-0.182,0.098,-999,Standarised mean difference,6,853, ,Intervention: To promote health (via mobile phone app),  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_012,TRUE,-0.077,-0.566,0.402,-999,Standarised mean difference,2,65, ,Intervention: To promote health (via mobile phone app),  ,physical health,physical health_body composition,physical health_body composition_weight,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_008,TRUE,0.235,-0.067,0.537,-999,Standarised mean difference,5,792, ,Intervention: To promote health (via mobile phone app),  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,overall,overall,TRUE,66.77,,
47484,47484_010,TRUE,-0.267,-0.41,0.124,-999,Standarised mean difference,5,792, ,Intervention: To promote health (via mobile phone app),  ,health behaviour,health behaviour_screen time,health behaviour_screen time,Screen time: General,Risk,overall,overall,TRUE,32.35,,
47484,47484_001,TRUE,-0.037,-0.147,0.073,0.505,Standarised mean difference,9,1358, ,Intervention: To promote health (via mobile phone),  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_002,TRUE,-0.043,-0.322,0.236,0.763,Standarised mean difference,3,216, ,Intervention: To promote health (via mobile phone),  ,physical health,physical health_body composition,physical health_body composition_weight,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_005,TRUE,-0.4,-0.759,-0.04,0.029,Standarised mean difference,3,758, ,Intervention: To promote health (via mobile phone),  ,health behaviour,health behaviour_dietary,health behaviour_dietary_sugary beverage,Diet: Sugary drinks,Risk,overall,overall,TRUE,76.11,,
47484,47484_003,TRUE,0.341,0.019,0.664,0.038,Standarised mean difference,6,872, ,Intervention: To promote health (via mobile phone),  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,overall,overall,TRUE,72.26,,
47484,47484_004,TRUE,-0.198,-0.317,-0.078,0.001,Standarised mean difference,6,1114, ,Intervention: To promote health (via mobile phone),  ,health behaviour,health behaviour_screen time,health behaviour_screen time,Screen time: General,Risk,overall,overall,TRUE,43.93,,
47484,47484_007,TRUE,-0.03,-0.208,0.149,-999,Standarised mean difference,3,505, ,Intervention: To promote health (via text message),  ,physical health,physical health_body composition,physical health_body composition_bmi,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_013,TRUE,-0.026,-0.369,0.318,-999,Standarised mean difference,1,151, ,Intervention: To promote health (via text message),  ,physical health,physical health_body composition,physical health_body composition_weight,Body composition,Risk,overall,overall,TRUE,0,,
47484,47484_009,TRUE,1.011,0.251,1.771,-999,Standarised mean difference,1,80, ,Intervention: To promote health (via text message),  ,health behaviour,health behaviour_physical activity,health behaviour_physical activity,Physical activity: General,Benefit,overall,overall,TRUE,0,,
47484,47484_011,TRUE,-0.036,-0.254,0.183,-999,Standarised mean difference,1,322, ,Intervention: To promote health (via text message),  ,health behaviour,health behaviour_screen time,health behaviour_screen time,Screen time: General,Risk,overall,overall,TRUE,0,,
